text,rating,polarity_score,polarity
bisa neg periksa aman jalan neg,1,-5,negative
hai suka sedia lowong kerja saran tolong lowong lebih minggu hapus otomatis terima neg lamar,5,18,positive
sungguh bagus manfaat smua,4,11,positive
bisa neg henti loading periksa aman cepat tolong baik,1,0,neutral
tutup,2,-2,negative
kontollll,3,0,neutral
bisa neg perintah melakuksn periksa cepat lambat bisa neg,1,-1,negative
dapet kerja jels neg,1,4,positive
kirim foto kirim sms nomor bkin,5,7,positive
good platform,5,5,positive
networking bisnis konsisten sempat bisnis komunitas masuk konten posting luar bisnis ingat ingat geming neg baik keluar blokir moga innovatif,5,12,positive
good aps,5,5,positive
suka neg,1,3,positive
bisa neg loginpemeriksaan aman banget berjalanpadahal neg sinyalkuota oke,1,3,positive
ribet,1,-4,negative
linkedln platform baik masyarakat bantu dapat informasi baru,5,10,positive
ampas force close hp high ampas,1,-8,negative
force close masuk menu profil profil vivo v pro android,1,-5,negative
terimakasih memberitahu,5,5,positive
memfalitasi curi data rugi,1,-13,negative
verifikasi gabisa pake ktp pake paspor semua neg org pake paspor persona rd party tolong benahin ganti sumsub susah,1,0,neutral
,4,0,neutral
please quickly fix the security verification bug that is so annoying,1,-3,negative
banget beku kali ban mulu,1,3,positive
tlg proses kn trimakasih,5,8,positive
tolong baik buka utama buka profil install uninstall hapus cache call center hubung ada neg solusi cepat,1,20,positive
the verification menu not all countries use nfcpowered identity cards this feature needs be on the feet again,3,0,neutral
situs cari kerja bagus,5,1,positive
dapat neg masuk loading stuck din periksa aman cepat,2,-3,negative
masuk neg,1,-3,negative
banyak notif penting neg,1,6,positive
kompatibel neg asus zenfone,5,0,neutral
x bikin pernah neg sekali jam bisa neg laku minta verifikasi persona tpi hasil data konfirmasi neg sungguh sulit,1,8,positive
susah,1,-3,negative
bagus imfo lowong muda tinggal klik nama usaha,4,2,positive
klik profile notifikasi kunjungin profil usaha teruss hapus cache uninstall intall tetep bisa neg tetep ngebug,1,-2,negative
i got many knowledge here,5,-3,negative
bagus kerja teman,5,4,positive
bugsaya bisa neg,1,0,neutral
r r t,3,0,neutral
bisa neg mendownload,3,0,neutral
bisa neg diupdate,1,0,neutral
gblk ampun hadeh,2,-7,negative
alam kerja cleaning service,5,4,positive
force close jelas neg,1,-1,negative
moga muas,1,6,positive
ampas bener servernyamau daftar mentok periksa aman internet bagus,1,-7,negative
mudah,5,4,positive
yes okay,5,7,positive
buka konten profil buka inbox langsung tutul beranda fix thissss,1,10,positive
hack,1,-4,negative
bisa neg baru bisa neg loading,1,0,neutral
bagus informasi,5,4,positive
top lambat,5,6,positive
pokok mantap update info lowong kerja rekan rekan,5,15,positive
kompatibel neg perangkat,1,0,neutral
henti update,3,-4,negative
,1,0,neutral
tolong dk loding,1,3,positive
ada neg pilih sesuai profesi ttng asisten mahasiswa pdhl ngetik homecare awat lansia tp muncul neg,2,11,positive
bisaa neg buka nyaa,4,3,positive
applikasi bantu cari kerja,5,2,positive
daftar logout pas gabisa mutertrs,2,4,positive
oke bangetbsays suka,5,5,positive
very good luck and thankyou so much,1,9,positive
nggak dapet akses,1,5,positive
muter tolong baik,1,6,positive
parah close,1,-7,negative
layan publik bidang olah raga,3,2,positive
puas,5,3,positive
bantu lowong kerja,5,5,positive
bagus,5,2,positive
loading setannnn,1,0,neutral
mudah terpecaya,5,4,positive
perangkat bs neg,2,0,neutral
,1,0,neutral
gabisa daftar,1,1,positive
bagus fiturnyq,5,2,positive
bisa neg stuck periksa aman cepat,1,-2,negative
ayu lembayung,5,0,neutral
jelas neg bisa neg download auto hapus,1,-2,negative
,5,0,neutral
why always force close iqoo,2,-4,negative
hi linkedln,5,1,positive
suka otomatis,5,6,positive
crash akses profil member,1,-2,negative
gabung dunia maya,5,-4,negative
mantap,5,5,positive
force close mulu,1,0,neutral
suka byak bantu,5,6,positive
jos,5,0,neutral
tolong team bug versi baru buka at ulas profil langsung android device iqoo tolong baik bug,2,16,positive
ribet susah parahh,1,-7,negative
mantap gengsi,5,9,positive
bagus,2,2,positive
nomor sebar woi pesan nomor ponsel linked anj,3,2,positive
x bikin pas bagus bagus kena hack jadiin ujungujung verifikasi trus ajuin bilang langgar trus gampang bobol nggk make,1,0,neutral
coba moga manfaat,5,8,positive
puas,3,3,positive
bisa neg buka,1,3,positive
mantap maasyaa alloh tabaarokalloh perlu neg ragu,5,4,positive
tolong tim hambat stuck loading periksa aman cepat tunggu gaada ubah tolong solusi,3,-3,negative
mantaps,5,0,neutral
gud job,5,0,neutral
bantu cari kerja,5,2,positive
bantu networking cari kerja fitur rekomendasi akurat,5,2,positive
spam,1,-3,negative
lot sulit pulih tutup,1,-7,negative
lemoot verifikasinyaaaa,2,0,neutral
bantu mengupgrade kembang cv tambah relasi praktis,5,16,positive
sbenernya aplikasi neg lowong kerja cocok iklan brand loker pernah neg tanggap pakai,1,5,positive
bagus loker,5,2,positive
bisa neg verifikasi bener ktp,1,3,positive
ok google,5,4,positive
mantap,5,5,positive
crash menu profile langsung tolong bantuanya,5,2,positive
kek gin verifikasi uda sulit tebak gambar pdahal verifikasi next time baik persulitt,1,6,positive
susah banget bikin akun,3,-2,negative
platform profesional baik bangun jaring temu peluang karier pamer ahli fitur lowong kerja personal branding learning alat esensial kembang karier antarmuka intuitif komunitas dukung jadi pilih utama profesional,5,14,positive
masuk verivikasi capca sulit,1,-3,negative
bagus koneksi rekan lainthanks sukses,5,11,positive
layan buruk bisa neg masuk muncul verifikasi captcha ulang ulang,1,-5,negative
pt reka mulia konstruksi direktur pt bahtera bahagia direktur teknik direktur operasional general manager pt perdana karya direktur teknik,5,9,positive
niceee,5,0,neutral
taekkkkkganti hp sj gag bs lgsistem mana bosokkkkksy hilang,1,3,positive
masuk kali akses batas verifikasi pakai ktp bsa neg masuk tolong mudah verifikasi pakai ktp bsa neg masuk,1,-3,negative
tolol guna neg,1,-4,negative
tolong tim audit hapus ulang kali kunci sandi ulang kali eror jaring internet cepat stabil ulang kali hapus ngk terus kali coba kali ngk kunci sandi hapus habis update coba ulang kali ngk jaring internet stabil cepat ngk kunci sandi hapus linkedln tolong bantu hapus linkedln,1,20,positive
applications serving jobs and connects people,5,0,neutral
bagus produktif,5,4,positive
moga apks lancar dikteal,5,5,positive
mutu neg,1,3,positive
bisa neg uninstal,1,0,neutral
bantu cari kerja guna mudah,5,7,positive
i like,5,0,neutral
est,4,0,neutral
doang sulit banget,3,2,positive
pokoke berghuna,5,0,neutral
bisa neg kode captcha valid neg sesuai instruksi,1,-3,negative
halo linkedln bangga terima,4,6,positive
tolong sulit uda nyoba kali pake verifikasi persona sim sampe ktp bisa neg kamera bisa neg fokus kali pake scanner si neg tolong ni dipake msib,1,9,positive
cari kerja dapat neg mulu tolong baik guna cari kerja banyak s,1,12,positive
sarana sosmed guna,5,1,positive
keren,5,0,neutral
mudah cari kerja,5,3,positive
baik terimakasih,5,8,positive
forceclose profil color os tolong fix bugnya,1,3,positive
force close lihat profil,1,1,positive
pho pho kung kung bun khiet sen ku yuen amsiong,5,0,neutral
has genuinely transformed how i approach my career its not just a platform but a space connect learn and grow professionally from insightful posts opportunities i wouldnt have discovered otherwise its become an essential part of my daily routine highly recommended,5,0,neutral
verifikasi gambar sesuai ngulang sampe kali tolong baik mudah,1,15,positive
cinta ff,5,3,positive
guna jalin koneksi teman rekruiter update kait informasi lowong kerja guna teman koneksi,5,11,positive
saldo sedot,1,2,positive
ohh,4,0,neutral
,4,0,neutral
tolong baik sistem batas pake kerja hambat kerja verifikasi gagal,1,-5,negative
mantabs,5,0,neutral
masuk aplikasi ngelag,1,-7,negative
one beauty,5,0,neutral
networking kerja bagus notifikasi membludak baik notifikasi menggangu,3,7,positive
aplikasi bagus bisa neg verifikasi puzzle tulis kode salah valid neg mohon baik,2,-4,negative
qqx tet,4,0,neutral
best information,5,0,neutral
,5,0,neutral
force close update oke akses website aplikasi mohon baik aplikasi terima,1,1,positive
mantap bantu,5,8,positive
nonaktif gitu pas verif gagal verif bat rekomen dh nyusahin org,1,-1,negative
suka jarang buka good,5,11,positive
most recommended apps for self development,5,0,neutral
impresive all good stuf for the expanding properous for future,5,5,positive
lamar kerja mudah,5,6,positive
iuh,4,0,neutral
moga personal bantu kerja sukses,5,9,positive
always force close,1,-2,negative
cant search job filter by location,2,0,neutral
cant open my own profile or people profile it looks like the forcing close my iqoo phone please fix it and ill change my rate thankyou,3,-8,negative
sesuai,5,3,positive
batas banget pake identitas paksa tugas sekolah batas gimana verifikasi sulit gampang batas,1,-6,negative
good jobb,5,5,positive
verifikasi mutermuter jelas neg,1,1,positive
gabisa pdhl ribet berkalikali verifikasi kode verifikasi masuk neg sms telpon ribet sumpah,1,-11,negative
bisa neg ubah email,1,0,neutral
i just created an account and it was hacked i cant my account this is very broken,1,0,neutral
nice experience and benefit using,5,4,positive
buruk banget boro boro cari kerja gagal,1,-13,negative
valid and reliable news steady,5,0,neutral
okeehh,5,0,neutral
tau neg gunain,1,-4,negative
mantapp,5,0,neutral
premium lowong setingandan hrd bot,1,0,neutral
daftar susah susah,1,-5,negative
satoriansyahputrosadiono pasang amplikasi inlinkiathsaya reting,5,4,positive
lambat kirim pesan,4,5,positive
alam,5,2,positive
bug anjg,1,-5,negative
good info,5,2,positive
bagus informasi kerja tahu,5,10,positive
numero uno,5,0,neutral
bantu kerja cari kerja perusahaaan,5,4,positive
okok,5,0,neutral
ff,4,0,neutral
the best,4,0,neutral
alhamdulillah manfaat jalin hubung profesional sukses salam,5,14,positive
bantu dunia loker an cuman kelas elit aplikasi karna kualifikasi kaleng neg tawar,5,-5,negative
alam kerja divisi marketing citybank lippo karawaci,1,4,positive
bagus bantu,5,5,positive
narita inar,5,0,neutral
jelas neg banget ganti sandi karna sandi salah nomer email aktif eh salah bisa neg kemaren verifikasi mulu,1,1,positive
albeth anak neg semut selesai,5,-1,negative
verifikasi berulangulang bisa neg masuk gara verifikasi,5,-7,negative
impressive,5,0,neutral
biasabuat aman data cerita ku kemarin kena hack panik maintakut neg salah respon admin alhamdulillah ku terimakasih,5,-4,negative
masuk ribet verifikasi pilih gambar bikin esmosi bisa neg masuk,1,-10,negative
ooojolk,2,0,neutral
masuk susah banget,1,-5,negative
the future i hope join and become part of the exxas family,5,1,positive
there is a bug that i cant open my profile,3,-3,negative
good moga bnyak memmbantu job seeker,5,6,positive
ketemu jawara industri,5,4,positive
masuk sandi salah pdahal sandi trus katasandi salah trus jelas neg,1,-10,negative
aktip,5,0,neutral
bantu,5,3,positive
cari kerja mudah,5,3,positive
liat,3,2,positive
its cool,5,2,positive
tambah relasi,5,6,positive
aman buruk berulangkali hack profile rubah rubah inbok rekan bisnis kecewa,1,-2,negative
bagos,5,0,neutral
linked well,5,0,neutral
jujur khir searching ngaco nyari loker indo mlah parah kya neg tolong baik,3,0,neutral
force close,2,-2,negative
rugi uang dana hilang bayar langgan inipadahal tau neg pernah neg langgan ada neg pemberitahuan notifikasi inimain ambil langsung sajatanpa memasukin pin dana rugi hadap,1,1,positive
media transformasi didik,5,3,positive
suka,5,3,positive
jelas neg beli premium besok kena sesi bisa neg bukak verifikasi muka ktp pas daftar ada neg verifikasi muka sma ktp moga data kenapa neg,1,8,positive
ok pis,4,4,positive
ulang susah bikin emosi teka teki gilir nebak teka teki bener pdhal salah ribet kaya neg,1,-5,negative
very usefull,5,0,neutral
download iring kembang zaman moga informasi tahu,5,10,positive
thank you,5,4,positive
,5,0,neutral
komplain linkedln dana ambil tahu neg refaund kembali dana,1,7,positive
the best aplication for professional,5,0,neutral
hasil kotak cari sesuai neg cari buruk ada neg,1,-4,negative
bisnis,5,3,positive
android force close unjung profil,1,-2,negative
kacauu gabisa buka profil forced close,1,1,positive
best for new job,5,0,neutral
kamis kemarin fungsi filter cari ngaco sesuai neg muncul beritainfo guna indialuar negri tau neg hack kelas neg loh receh bentuk aplikasi notabene user professional baik untuk mesin cari search filter sesuai cari cepat pleasee,1,-10,negative
mas bro aryo ijin yu yaudah i,5,1,positive
bagus tingkat kualitaspengembangan interaksi digital,5,6,positive
bagus peluang kembang terimakasih,5,10,positive
tolong team cari filter jenis kerja tambah kota muncul negara lokasi sesuai indonesia kota iklan negara tolong baik,1,14,positive
simple communicative fast responde and easy be used,5,3,positive
masuk verifikasi jelas neg,1,-2,negative
bagus tingkat depan,5,3,positive
overall bagus,4,2,positive
selamat malam saldo dr dana tarik otomatis tolong uang kembali,1,18,positive
semenjak update filter ngaco,1,0,neutral
baik media sosial profesional,5,7,positive
blnjd lbih praktis,5,4,positive
bagusss,5,0,neutral
aplikasi aneh banget sulit akses daftar,1,4,positive
i personally go with you everything will be fine for you,5,3,positive
awesome,5,0,neutral
oke,1,2,positive
bagus linkedln generasi rasi muda terus banyak loker syarat loker khusus bg anak anak muda men mahasiswasiswi kesem patang bg tamat sma nggak ber laku nampaknya kembang zaman maju tamat sma bnyk anggur,5,-2,negative
erti neg ngisi,1,2,positive
blajar mohon bimbing,5,5,positive
great application,5,3,positive
burik sampah,1,-4,negative
ranting linkeng,5,0,neutral
repot,3,-5,negative
ribet tampil bingung,1,-3,negative
up for my connection,5,0,neutral
,5,0,neutral
keren,5,0,neutral
lamar kerja,5,2,positive
,5,0,neutral
tolong keseringen ngeban email akun batas x isi foto lengkap ada neg unsur negatif ada neg unsur plagiat apaapa verifikasi sistem diperbaikinlah,1,11,positive
hibur,3,0,neutral
tolol susah,1,-8,negative
mntap appnya,5,0,neutral
,5,0,neutral
pernah neg dapet panggilaninterview worthit neg gw hapus,1,-1,negative
aplikasi mudah erti tp biaya pasang iklan mahaldan guna cari kerja cipta neg lapang kerja sulit cari buyerkalau tambah fiturnya jual beli biar seller buyer mudah transaksi,3,23,positive
bagus istimewa,5,2,positive
cari lowong kerja luas utama kerja remote pusat kantor luar negeri,5,7,positive
masuk kerja masuk sekolah banyuwangi selatan mbak,5,-1,negative
pernah neg langgan saldo tarik ribu kembali dasar bongol,1,6,positive
premium chat,3,5,positive
bantu share terima lowong kerja tambah knowledge dunia kerja dr disiplin ilmu bidang kerja cakup luas koneksi profesional bidang,5,27,positive
buruk bodoh x ni solusi dr lupa sabdipun ada neg harap usah neg pake,1,1,positive
cepat informasi lowong kerja,5,7,positive
is good,5,5,positive
force close buka inboxlihat profil update android,1,1,positive
semangat cari kerja linkedln,5,3,positive
mudah terima informasi,5,8,positive
bantu informasi lowker,5,5,positive
tambah wawas,5,3,positive
ok,5,4,positive
nice apps,5,4,positive
bug unggah media alam foto hitam blank,4,1,positive
snagat postingan relevan mudah aplikasi,5,0,neutral
,5,0,neutral
oke,5,2,positive
muas hasil,5,8,positive
success,5,0,neutral
moga bantu tingkat performa,5,5,positive
sosial media profesional,5,4,positive
abad adab adat abadi,5,7,positive
gada jelas informasi klo lupa password ikut prosedur hasil nihil banyak verifikasi ribet nentod,1,-5,negative
bagus,5,2,positive
aneh banget gabisa masuk,1,2,positive
data sandra bisa neg suruh verifikasi perangkat hp riwayat sesi rusak pas dah beli hp suruh verifikasi perangkat lewat neg email telepon simpel,1,3,positive
